year,game_pk,game_date,game_datetime,status_code,status_description,home_team_id,home_team_name,away_team_id,away_team_name,venue_id,venue_name,game_type,season,season_display,home_score,away_score,winning_team_id,losing_team_id
2015,413947,2015-04-28,2015-04-29T00:10:00Z,F,Final,142,Minnesota Twins,116,Detroit Tigers,3312,Target Field,R,2015,2015,3.0,2.0,142.0,116.0
2015,413952,2015-04-28,2015-04-29T00:15:00Z,F,Final,138,St. Louis Cardinals,143,Philadelphia Phillies,2889,Busch Stadium,R,2015,2015,11.0,5.0,138.0,143.0
2015,413946,2015-04-28,2015-04-29T01:40:00Z,F,Final,109,Arizona Diamondbacks,115,Colorado Rockies,15,Chase Field,R,2015,2015,12.0,5.0,109.0,115.0
2015,413944,2015-04-28,2015-04-29T02:05:00Z,F,Final,133,Oakland Athletics,108,Los Angeles Angels,10,O.co Coliseum,R,2015,2015,6.0,2.0,133.0,108.0
2015,413948,2015-04-28,2015-04-29T02:10:00Z,F,Final,135,San Diego Padres,117,Houston Astros,2680,Petco Park,R,2015,2015,3.0,14.0,117.0,135.0
2015,413955,2015-04-28,2015-04-29T02:10:00Z,F,Final,119,Los Angeles Dodgers,137,San Francisco Giants,22,Dodger Stadium,R,2015,2015,1.0,2.0,137.0,119.0
2015,413968,2015-04-29,2015-04-30T00:05:00Z,F,Final,112,Chicago Cubs,134,Pittsburgh Pirates,17,Wrigley Field,R,2015,2015,1.0,8.0,134.0,112.0
2015,413945,2015-04-28,2015-04-28T23:05:00Z,DE,Postponed,110,Baltimore Orioles,145,Chicago White Sox,2,Oriole Park at Camden Yards,R,2015,2015,,,,
2015,413971,2015-04-29,2015-04-29T17:05:00Z,F,Final,147,New York Yankees,139,Tampa Bay Rays,3313,Yankee Stadium,R,2015,2015,2.0,3.0,139.0,147.0
2015,413962,2015-04-29,2015-04-29T17:10:00Z,F,Final,142,Minnesota Twins,116,Detroit Tigers,3312,Target Field,R,2015,2015,7.0,10.0,116.0,142.0
2015,413960,2015-04-29,2015-04-29T18:05:00Z,F,Final,110,Baltimore Orioles,145,Chicago White Sox,2,Oriole Park at Camden Yards,R,2015,2015,8.0,2.0,110.0,145.0
2015,413963,2015-04-29,2015-04-29T19:40:00Z,F,Final,135,San Diego Padres,117,Houston Astros,2680,Petco Park,R,2015,2015,2.0,7.0,117.0,135.0
2015,413964,2015-04-29,2015-04-29T22:10:00Z,F,Final,114,Cleveland Indians,118,Kansas City Royals,5,Progressive Field,R,2015,2015,7.0,5.0,114.0,118.0
2015,413972,2015-04-29,2015-04-29T22:10:00Z,F,Final,111,Boston Red Sox,141,Toronto Blue Jays,3,Fenway Park,R,2015,2015,4.0,1.0,111.0,141.0
2015,413973,2015-04-29,2015-04-29T23:10:00Z,F,Final,144,Atlanta Braves,120,Washington Nationals,16,Turner Field,R,2015,2015,4.0,13.0,120.0,144.0
2015,413965,2015-04-29,2015-04-29T16:35:00Z,F,Final,113,Cincinnati Reds,158,Milwaukee Brewers,2602,Great American Ball Park,R,2015,2015,3.0,8.0,158.0,113.0
2015,414065,2015-05-06,2015-05-07T02:05:00Z,F,Final,108,Los Angeles Angels,136,Seattle Mariners,1,Angel Stadium of Anaheim,R,2015,2015,4.0,3.0,108.0,136.0
2015,414076,2015-05-07,2015-05-07T17:10:00Z,F,Final,142,Minnesota Twins,133,Oakland Athletics,3312,Target Field,R,2015,2015,6.0,5.0,142.0,133.0
2015,414074,2015-05-07,2015-05-07T17:40:00Z,F,Final,158,Milwaukee Brewers,119,Los Angeles Dodgers,32,Miller Park,R,2015,2015,4.0,14.0,119.0,158.0
2015,414168,2015-05-14,2015-05-14T23:10:00Z,F,Final,139,Tampa Bay Rays,147,New York Yankees,12,Tropicana Field,R,2015,2015,6.0,1.0,139.0,147.0
2015,414173,2015-05-14,2015-05-15T00:10:00Z,F,Final,117,Houston Astros,141,Toronto Blue Jays,2392,Minute Maid Park,R,2015,2015,6.0,4.0,117.0,141.0
2015,414165,2015-05-14,2015-05-15T02:10:00Z,F,Final,119,Los Angeles Dodgers,115,Colorado Rockies,22,Dodger Stadium,R,2015,2015,4.0,5.0,115.0,119.0
2015,414174,2015-05-14,2015-05-15T02:10:00Z,F,Final,135,San Diego Padres,120,Washington Nationals,2680,Petco Park,R,2015,2015,8.0,3.0,135.0,120.0
2015,414164,2015-05-14,2015-05-15T02:10:00Z,F,Final,136,Seattle Mariners,111,Boston Red Sox,680,Safeco Field,R,2015,2015,1.0,2.0,111.0,136.0
2015,414185,2015-05-15,2015-05-15T18:20:00Z,F,Final,112,Chicago Cubs,134,Pittsburgh Pirates,17,Wrigley Field,R,2015,2015,11.0,10.0,112.0,134.0
2015,414175,2015-05-15,2015-05-15T23:05:00Z,F,Final,110,Baltimore Orioles,108,Los Angeles Angels,2,Oriole Park at Camden Yards,R,2015,2015,1.0,3.0,108.0,110.0
2015,414171,2015-05-14,2015-05-14T23:10:00Z,F,Final,113,Cincinnati Reds,137,San Francisco Giants,2602,Great American Ball Park,R,2015,2015,4.0,3.0,113.0,137.0
2015,414176,2015-05-15,2015-05-15T23:05:00Z,F,Final,143,Philadelphia Phillies,109,Arizona Diamondbacks,2681,Citizens Bank Park,R,2015,2015,4.0,3.0,143.0,109.0
2015,414177,2015-05-15,2015-05-15T23:10:00Z,F,Final,146,Miami Marlins,144,Atlanta Braves,4169,Marlins Park,R,2015,2015,3.0,5.0,144.0,146.0
2015,414183,2015-05-15,2015-05-15T23:10:00Z,F,Final,121,New York Mets,158,Milwaukee Brewers,3289,Citi Field,R,2015,2015,0.0,7.0,158.0,121.0
2015,414180,2015-05-15,2015-05-16T00:05:00Z,F,Final,140,Texas Rangers,114,Cleveland Indians,13,Globe Life Park in Arlington,R,2015,2015,3.0,8.0,114.0,140.0
2015,414188,2015-05-15,2015-05-16T00:10:00Z,F,Final,117,Houston Astros,141,Toronto Blue Jays,2392,Minute Maid Park,R,2015,2015,8.0,4.0,117.0,141.0
2015,414187,2015-05-15,2015-05-16T00:10:00Z,F,Final,142,Minnesota Twins,139,Tampa Bay Rays,3312,Target Field,R,2015,2015,3.0,2.0,142.0,139.0
2015,414184,2015-05-15,2015-05-16T00:10:00Z,F,Final,118,Kansas City Royals,147,New York Yankees,7,Kauffman Stadium,R,2015,2015,12.0,1.0,118.0,147.0
2015,414182,2015-05-15,2015-05-16T00:15:00Z,F,Final,138,St. Louis Cardinals,116,Detroit Tigers,2889,Busch Stadium,R,2015,2015,4.0,10.0,116.0,138.0
2015,414186,2015-05-15,2015-05-15T23:10:00Z,F,Final,113,Cincinnati Reds,137,San Francisco Giants,2602,Great American Ball Park,R,2015,2015,2.0,10.0,137.0,113.0
2015,414179,2015-05-15,2015-05-16T02:05:00Z,F,Final,133,Oakland Athletics,145,Chicago White Sox,10,O.co Coliseum,R,2015,2015,6.0,7.0,145.0,133.0
2015,414169,2015-05-14,2015-05-14T18:20:00Z,F,Final,112,Chicago Cubs,121,New York Mets,17,Wrigley Field,R,2015,2015,6.0,5.0,112.0,121.0
2015,414167,2015-05-14,2015-05-14T17:08:00Z,F,Final,116,Detroit Tigers,142,Minnesota Twins,2394,Comerica Park,R,2015,2015,13.0,1.0,116.0,142.0
2015,414163,2015-05-13,2015-05-13T19:40:00Z,F,Final,109,Arizona Diamondbacks,120,Washington Nationals,15,Chase Field,R,2015,2015,6.0,9.0,120.0,109.0
2015,414161,2015-05-13,2015-05-13T22:10:00Z,F,Final,114,Cleveland Indians,138,St. Louis Cardinals,5,Progressive Field,R,2015,2015,2.0,0.0,114.0,138.0
2015,414162,2015-05-13,2015-05-13T23:05:00Z,F,Final,110,Baltimore Orioles,141,Toronto Blue Jays,2,Oriole Park at Camden Yards,R,2015,2015,6.0,1.0,110.0,141.0
2015,414158,2015-05-13,2015-05-13T23:05:00Z,F,Final,143,Philadelphia Phillies,134,Pittsburgh Pirates,2681,Citizens Bank Park,R,2015,2015,3.0,2.0,143.0,134.0
2015,414155,2015-05-13,2015-05-13T23:08:00Z,F,Final,116,Detroit Tigers,142,Minnesota Twins,2394,Comerica Park,R,2015,2015,2.0,6.0,142.0,116.0
2015,414149,2015-05-13,2015-05-13T23:10:00Z,F,Final,113,Cincinnati Reds,144,Atlanta Braves,2602,Great American Ball Park,R,2015,2015,5.0,1.0,113.0,144.0
2015,414156,2015-05-13,2015-05-13T23:10:00Z,F,Final,139,Tampa Bay Rays,147,New York Yankees,12,Tropicana Field,R,2015,2015,3.0,2.0,139.0,147.0
2015,414166,2015-05-14,2015-05-14T18:05:00Z,F,Final,140,Texas Rangers,118,Kansas City Royals,13,Globe Life Park in Arlington,R,2015,2015,3.0,6.0,118.0,140.0
2015,414154,2015-05-13,2015-05-13T23:50:00Z,F,Final,119,Los Angeles Dodgers,146,Miami Marlins,22,Dodger Stadium,R,2015,2015,4.0,5.0,146.0,119.0
2015,414153,2015-05-13,2015-05-14T00:05:00Z,F,Final,140,Texas Rangers,118,Kansas City Royals,13,Globe Life Park in Arlington,R,2015,2015,5.0,2.0,140.0,118.0
2015,414160,2015-05-13,2015-05-14T00:10:00Z,F,Final,117,Houston Astros,137,San Francisco Giants,2392,Minute Maid Park,R,2015,2015,4.0,3.0,117.0,137.0
2015,414151,2015-05-13,2015-05-14T00:10:00Z,F,Final,158,Milwaukee Brewers,145,Chicago White Sox,32,Miller Park,R,2015,2015,2.0,4.0,145.0,158.0
2015,414152,2015-05-13,2015-05-14T02:05:00Z,F,Final,108,Los Angeles Angels,115,Colorado Rockies,1,Angel Stadium of Anaheim,R,2015,2015,2.0,1.0,108.0,115.0
2015,414159,2015-05-13,2015-05-14T02:10:00Z,F,Final,136,Seattle Mariners,135,San Diego Padres,680,Safeco Field,R,2015,2015,2.0,4.0,135.0,136.0
2015,414172,2015-05-14,2015-05-14T16:10:00Z,F,Final,114,Cleveland Indians,138,St. Louis Cardinals,5,Progressive Field,R,2015,2015,1.0,2.0,138.0,114.0
2015,414170,2015-05-14,2015-05-14T17:05:00Z,F,Final,143,Philadelphia Phillies,134,Pittsburgh Pirates,2681,Citizens Bank Park,R,2015,2015,4.0,2.0,143.0,134.0
2015,414157,2015-05-13,2015-05-14T00:05:00Z,F,Final,112,Chicago Cubs,121,New York Mets,17,Wrigley Field,R,2015,2015,2.0,1.0,112.0,121.0
2015,414150,2015-05-13,2015-05-13T19:35:00Z,F,Final,133,Oakland Athletics,111,Boston Red Sox,10,O.co Coliseum,R,2015,2015,0.0,2.0,111.0,133.0
2015,414181,2015-05-15,2015-05-16T02:10:00Z,F,Final,119,Los Angeles Dodgers,115,Colorado Rockies,22,Dodger Stadium,R,2015,2015,6.0,4.0,119.0,115.0
2015,414178,2015-05-15,2015-05-16T02:10:00Z,F,Final,136,Seattle Mariners,111,Boston Red Sox,680,Safeco Field,R,2015,2015,2.0,1.0,136.0,111.0
2015,414218,2015-05-17,2015-05-17T18:10:00Z,F,Final,117,Houston Astros,141,Toronto Blue Jays,2392,Minute Maid Park,R,2015,2015,4.0,2.0,117.0,141.0
2015,414217,2015-05-17,2015-05-17T18:10:00Z,F,Final,142,Minnesota Twins,139,Tampa Bay Rays,3312,Target Field,R,2015,2015,3.0,11.0,139.0,142.0
2015,414214,2015-05-17,2015-05-17T18:10:00Z,F,Final,118,Kansas City Royals,147,New York Yankees,7,Kauffman Stadium,R,2015,2015,6.0,0.0,118.0,147.0
2015,414215,2015-05-17,2015-05-17T18:20:00Z,F,Final,112,Chicago Cubs,134,Pittsburgh Pirates,17,Wrigley Field,R,2015,2015,0.0,3.0,134.0,112.0
2015,414210,2015-05-17,2015-05-17T19:05:00Z,F,Final,140,Texas Rangers,114,Cleveland Indians,13,Globe Life Park in Arlington,R,2015,2015,5.0,1.0,140.0,114.0
2015,414209,2015-05-17,2015-05-17T20:05:00Z,F,Final,133,Oakland Athletics,145,Chicago White Sox,10,O.co Coliseum,R,2015,2015,3.0,7.0,145.0,133.0
2015,414211,2015-05-17,2015-05-17T20:10:00Z,F,Final,119,Los Angeles Dodgers,115,Colorado Rockies,22,Dodger Stadium,R,2015,2015,1.0,0.0,119.0,115.0
2015,414206,2015-05-17,2015-05-17T17:35:00Z,F,Final,143,Philadelphia Phillies,109,Arizona Diamondbacks,2681,Citizens Bank Park,R,2015,2015,6.0,0.0,143.0,109.0
2015,414219,2015-05-17,2015-05-17T20:10:00Z,F,Final,135,San Diego Padres,120,Washington Nationals,2680,Petco Park,R,2015,2015,5.0,10.0,120.0,135.0
2015,414212,2015-05-17,2015-05-18T00:05:00Z,F,Final,138,St. Louis Cardinals,116,Detroit Tigers,2889,Busch Stadium,R,2015,2015,2.0,1.0,138.0,116.0
2015,414220,2015-05-18,2015-05-18T17:07:00Z,F,Final,141,Toronto Blue Jays,108,Los Angeles Angels,14,Rogers Centre,R,2015,2015,10.0,6.0,141.0,108.0
2015,414223,2015-05-18,2015-05-18T23:08:00Z,F,Final,116,Detroit Tigers,158,Milwaukee Brewers,2394,Comerica Park,R,2015,2015,2.0,3.0,158.0,116.0
2015,414226,2015-05-18,2015-05-18T23:10:00Z,F,Final,121,New York Mets,138,St. Louis Cardinals,3289,Citi Field,R,2015,2015,2.0,1.0,121.0,138.0
2015,414221,2015-05-18,2015-05-18T23:10:00Z,F,Final,146,Miami Marlins,109,Arizona Diamondbacks,4169,Marlins Park,R,2015,2015,2.0,3.0,109.0,146.0
2015,414224,2015-05-18,2015-05-19T00:10:00Z,F,Final,117,Houston Astros,133,Oakland Athletics,2392,Minute Maid Park,R,2015,2015,1.0,2.0,133.0,117.0
2015,414222,2015-05-18,2015-05-19T00:10:00Z,F,Final,145,Chicago White Sox,114,Cleveland Indians,4,U.S. Cellular Field,R,2015,2015,2.0,1.0,145.0,114.0
2015,414208,2015-05-17,2015-05-17T20:10:00Z,F,Final,136,Seattle Mariners,111,Boston Red Sox,680,Safeco Field,R,2015,2015,5.0,0.0,136.0,111.0
2015,414189,2015-05-15,2015-05-16T02:10:00Z,F,Final,135,San Diego Padres,120,Washington Nationals,2680,Petco Park,R,2015,2015,0.0,10.0,120.0,135.0
2015,414205,2015-05-17,2015-05-17T17:35:00Z,F,Final,110,Baltimore Orioles,108,Los Angeles Angels,2,Oriole Park at Camden Yards,R,2015,2015,3.0,0.0,110.0,108.0
2015,414207,2015-05-17,2015-05-17T17:10:00Z,F,Final,146,Miami Marlins,144,Atlanta Braves,4169,Marlins Park,R,2015,2015,0.0,6.0,144.0,146.0
2015,414192,2015-05-16,2015-05-16T17:00:00Z,F,Final,146,Miami Marlins,144,Atlanta Braves,4169,Marlins Park,R,2015,2015,3.0,5.0,144.0,146.0
2015,414202,2015-05-16,2015-05-16T18:10:00Z,F,Final,142,Minnesota Twins,139,Tampa Bay Rays,3312,Target Field,R,2015,2015,6.0,4.0,142.0,139.0
2015,414197,2015-05-16,2015-05-16T18:15:00Z,F,Final,138,St. Louis Cardinals,116,Detroit Tigers,2889,Busch Stadium,R,2015,2015,3.0,4.0,116.0,138.0
2015,414200,2015-05-16,2015-05-16T20:05:00Z,F,Final,112,Chicago Cubs,134,Pittsburgh Pirates,17,Wrigley Field,R,2015,2015,4.0,1.0,112.0,134.0
2015,414190,2015-05-16,2015-05-16T23:05:00Z,F,Final,110,Baltimore Orioles,108,Los Angeles Angels,2,Oriole Park at Camden Yards,R,2015,2015,1.0,6.0,108.0,110.0
2015,414191,2015-05-16,2015-05-16T23:05:00Z,F,Final,143,Philadelphia Phillies,109,Arizona Diamondbacks,2681,Citizens Bank Park,R,2015,2015,7.0,5.0,143.0,109.0
2015,414201,2015-05-16,2015-05-16T23:10:00Z,F,Final,113,Cincinnati Reds,137,San Francisco Giants,2602,Great American Ball Park,R,2015,2015,2.0,11.0,137.0,113.0
2015,414213,2015-05-17,2015-05-17T17:10:00Z,F,Final,121,New York Mets,158,Milwaukee Brewers,3289,Citi Field,R,2015,2015,5.0,1.0,121.0,158.0
2015,414203,2015-05-16,2015-05-16T23:10:00Z,F,Final,117,Houston Astros,141,Toronto Blue Jays,2392,Minute Maid Park,R,2015,2015,6.0,5.0,117.0,141.0
2015,414198,2015-05-16,2015-05-16T23:10:00Z,F,Final,121,New York Mets,158,Milwaukee Brewers,3289,Citi Field,R,2015,2015,14.0,1.0,121.0,158.0
2015,414195,2015-05-16,2015-05-17T00:05:00Z,F,Final,140,Texas Rangers,114,Cleveland Indians,13,Globe Life Park in Arlington,R,2015,2015,8.0,10.0,114.0,140.0
2015,414204,2015-05-16,2015-05-17T00:40:00Z,F,Final,135,San Diego Padres,120,Washington Nationals,2680,Petco Park,R,2015,2015,1.0,4.0,120.0,135.0
2015,414194,2015-05-16,2015-05-17T01:05:00Z,F,Final,133,Oakland Athletics,145,Chicago White Sox,10,O.co Coliseum,R,2015,2015,3.0,4.0,145.0,133.0
2015,414196,2015-05-16,2015-05-17T01:10:00Z,F,Final,119,Los Angeles Dodgers,115,Colorado Rockies,22,Dodger Stadium,R,2015,2015,1.0,7.0,115.0,119.0
2015,414193,2015-05-16,2015-05-17T01:10:00Z,F,Final,136,Seattle Mariners,111,Boston Red Sox,680,Safeco Field,R,2015,2015,2.0,4.0,111.0,136.0
2015,414216,2015-05-17,2015-05-17T17:10:00Z,F,Final,113,Cincinnati Reds,137,San Francisco Giants,2602,Great American Ball Park,R,2015,2015,8.0,9.0,137.0,113.0
2015,414199,2015-05-16,2015-05-16T23:10:00Z,F,Final,118,Kansas City Royals,147,New York Yankees,7,Kauffman Stadium,R,2015,2015,1.0,5.0,147.0,118.0
2015,414139,2015-05-12,2015-05-13T02:10:00Z,F,Final,119,Los Angeles Dodgers,146,Miami Marlins,22,Dodger Stadium,R,2015,2015,11.0,1.0,119.0,146.0
2015,414144,2015-05-12,2015-05-13T02:10:00Z,F,Final,136,Seattle Mariners,135,San Diego Padres,680,Safeco Field,R,2015,2015,11.0,4.0,136.0,135.0
2015,414135,2015-05-12,2015-05-13T02:05:00Z,F,Final,133,Oakland Athletics,111,Boston Red Sox,10,O.co Coliseum,R,2015,2015,9.0,2.0,133.0,111.0
2015,414084,2015-05-08,2015-05-09T02:05:00Z,F,Final,108,Los Angeles Angels,117,Houston Astros,1,Angel Stadium of Anaheim,R,2015,2015,2.0,0.0,108.0,117.0
2015,414090,2015-05-08,2015-05-09T02:10:00Z,F,Final,136,Seattle Mariners,133,Oakland Athletics,680,Safeco Field,R,2015,2015,4.0,3.0,136.0,133.0
2015,414087,2015-05-08,2015-05-09T02:15:00Z,F,Final,137,San Francisco Giants,146,Miami Marlins,2395,AT&T Park,R,2015,2015,6.0,0.0,137.0,146.0
2015,414083,2015-05-08,2015-05-09T00:10:00Z,DR,Postponed,145,Chicago White Sox,113,Cincinnati Reds,4,U.S. Cellular Field,R,2015,2015,,,,
2015,414095,2015-05-09,2015-05-09T17:05:00Z,F,Final,147,New York Yankees,110,Baltimore Orioles,3313,Yankee Stadium,R,2015,2015,2.0,6.0,110.0,147.0
2015,414096,2015-05-09,2015-05-09T17:07:00Z,F,Final,141,Toronto Blue Jays,111,Boston Red Sox,14,Rogers Centre,R,2015,2015,7.0,1.0,141.0,111.0
2015,414100,2015-05-09,2015-05-09T17:08:00Z,F,Final,116,Detroit Tigers,118,Kansas City Royals,2394,Comerica Park,R,2015,2015,2.0,6.0,118.0,116.0
2015,414091,2015-05-08,2015-05-09T01:40:00Z,F,Final,109,Arizona Diamondbacks,135,San Diego Padres,15,Chase Field,R,2015,2015,5.0,6.0,135.0,109.0
2015,414094,2015-05-09,2015-05-09T20:05:00Z,F,Final,120,Washington Nationals,144,Atlanta Braves,3309,Nationals Park,R,2015,2015,8.0,6.0,120.0,144.0
2015,414098,2015-05-09,2015-05-09T20:10:00Z,F,Final,145,Chicago White Sox,113,Cincinnati Reds,4,U.S. Cellular Field,R,2015,2015,4.0,10.0,113.0,145.0
2015,414083,2015-05-09,2015-05-09T20:15:00Z,F,Final,145,Chicago White Sox,113,Cincinnati Reds,4,U.S. Cellular Field,R,2015,2015,8.0,2.0,145.0,113.0
2015,414108,2015-05-09,2015-05-09T22:10:00Z,F,Final,139,Tampa Bay Rays,140,Texas Rangers,12,Tropicana Field,R,2015,2015,7.0,2.0,139.0,140.0
2015,414107,2015-05-09,2015-05-09T23:05:00Z,F,Final,134,Pittsburgh Pirates,138,St. Louis Cardinals,31,PNC Park,R,2015,2015,7.0,5.0,134.0,138.0
2015,414104,2015-05-09,2015-05-09T23:05:00Z,F,Final,143,Philadelphia Phillies,121,New York Mets,2681,Citizens Bank Park,R,2015,2015,2.0,3.0,121.0,143.0
2015,414097,2015-05-09,2015-05-09T23:10:00Z,F,Final,158,Milwaukee Brewers,112,Chicago Cubs,32,Miller Park,R,2015,2015,12.0,4.0,158.0,112.0
2015,414106,2015-05-09,2015-05-10T00:10:00Z,F,Final,109,Arizona Diamondbacks,135,San Diego Padres,15,Chase Field,R,2015,2015,4.0,6.0,135.0,109.0
2015,414103,2015-05-09,2015-05-09T20:10:00Z,F,Final,114,Cleveland Indians,142,Minnesota Twins,5,Progressive Field,R,2015,2015,4.0,7.0,142.0,114.0
2015,414099,2015-05-09,2015-05-10T01:05:00Z,F,Final,108,Los Angeles Angels,117,Houston Astros,1,Angel Stadium of Anaheim,R,2015,2015,5.0,6.0,117.0,108.0
2015,414086,2015-05-08,2015-05-09T00:40:00Z,FR,Completed Early: Rain,115,Colorado Rockies,119,Los Angeles Dodgers,19,Coors Field,R,2015,2015,,,,
2015,414088,2015-05-08,2015-05-08T23:10:00Z,F,Final,114,Cleveland Indians,142,Minnesota Twins,5,Progressive Field,R,2015,2015,3.0,9.0,142.0,114.0
2015,414069,2015-05-07,2015-05-07T17:45:00Z,F,Final,138,St. Louis Cardinals,112,Chicago Cubs,2889,Busch Stadium,R,2015,2015,5.0,1.0,138.0,112.0
2015,414071,2015-05-07,2015-05-07T18:10:00Z,F,Final,118,Kansas City Royals,114,Cleveland Indians,7,Kauffman Stadium,R,2015,2015,7.0,4.0,118.0,114.0
2015,414072,2015-05-07,2015-05-07T18:10:00Z,F,Final,145,Chicago White Sox,116,Detroit Tigers,4,U.S. Cellular Field,R,2015,2015,1.0,4.0,116.0,145.0
2015,414070,2015-05-07,2015-05-07T23:05:00Z,F,Final,134,Pittsburgh Pirates,113,Cincinnati Reds,31,PNC Park,R,2015,2015,7.0,2.0,134.0,113.0
2015,414068,2015-05-07,2015-05-07T23:05:00Z,F,Final,147,New York Yankees,110,Baltimore Orioles,3313,Yankee Stadium,R,2015,2015,4.0,3.0,147.0,110.0
2015,414078,2015-05-07,2015-05-07T23:10:00Z,F,Final,139,Tampa Bay Rays,140,Texas Rangers,12,Tropicana Field,R,2015,2015,4.0,5.0,140.0,139.0
2015,414077,2015-05-07,2015-05-08T01:40:00Z,F,Final,109,Arizona Diamondbacks,135,San Diego Padres,15,Chase Field,R,2015,2015,11.0,0.0,109.0,135.0
2015,414082,2015-05-08,2015-05-09T00:10:00Z,F,Final,158,Milwaukee Brewers,112,Chicago Cubs,32,Miller Park,R,2015,2015,6.0,7.0,112.0,158.0
2015,414073,2015-05-07,2015-05-08T02:05:00Z,F,Final,108,Los Angeles Angels,117,Houston Astros,1,Angel Stadium of Anaheim,R,2015,2015,2.0,3.0,117.0,108.0
2015,414092,2015-05-08,2015-05-08T23:05:00Z,F,Final,134,Pittsburgh Pirates,138,St. Louis Cardinals,31,PNC Park,R,2015,2015,5.0,8.0,138.0,134.0
2015,414089,2015-05-08,2015-05-08T23:05:00Z,F,Final,143,Philadelphia Phillies,121,New York Mets,2681,Citizens Bank Park,R,2015,2015,3.0,1.0,143.0,121.0
2015,414079,2015-05-08,2015-05-08T23:05:00Z,F,Final,120,Washington Nationals,144,Atlanta Braves,3309,Nationals Park,R,2015,2015,9.0,2.0,120.0,144.0
2015,414080,2015-05-08,2015-05-08T23:05:00Z,F,Final,147,New York Yankees,110,Baltimore Orioles,3313,Yankee Stadium,R,2015,2015,5.0,4.0,147.0,110.0
2015,414081,2015-05-08,2015-05-08T23:07:00Z,F,Final,141,Toronto Blue Jays,111,Boston Red Sox,14,Rogers Centre,R,2015,2015,7.0,0.0,141.0,111.0
2015,414085,2015-05-08,2015-05-08T23:08:00Z,F,Final,116,Detroit Tigers,118,Kansas City Royals,2394,Comerica Park,R,2015,2015,6.0,5.0,116.0,118.0
2015,414093,2015-05-08,2015-05-08T23:10:00Z,F,Final,139,Tampa Bay Rays,140,Texas Rangers,12,Tropicana Field,R,2015,2015,8.0,2.0,139.0,140.0
2015,414075,2015-05-07,2015-05-08T02:15:00Z,F,Final,137,San Francisco Giants,146,Miami Marlins,2395,AT&T Park,R,2015,2015,2.0,7.0,146.0,137.0
2015,414102,2015-05-09,2015-05-10T01:05:00Z,F,Final,137,San Francisco Giants,146,Miami Marlins,2395,AT&T Park,R,2015,2015,2.0,6.0,146.0,137.0
2015,414105,2015-05-09,2015-05-10T01:10:00Z,F,Final,136,Seattle Mariners,133,Oakland Athletics,680,Safeco Field,R,2015,2015,7.0,2.0,136.0,133.0
2015,414101,2015-05-09,2015-05-10T00:10:00Z,DR,Postponed,115,Colorado Rockies,119,Los Angeles Dodgers,19,Coors Field,R,2015,2015,,,,
2015,414127,2015-05-11,2015-05-12T00:05:00Z,F,Final,140,Texas Rangers,118,Kansas City Royals,13,Globe Life Park in Arlington,R,2015,2015,8.0,2.0,140.0,118.0
2015,414133,2015-05-11,2015-05-12T01:40:00Z,F,Final,109,Arizona Diamondbacks,120,Washington Nationals,15,Chase Field,R,2015,2015,1.0,11.0,120.0,109.0
2015,414125,2015-05-11,2015-05-12T02:05:00Z,F,Final,133,Oakland Athletics,111,Boston Red Sox,10,O.co Coliseum,R,2015,2015,4.0,5.0,111.0,133.0
2015,414128,2015-05-11,2015-05-12T02:10:00Z,F,Final,119,Los Angeles Dodgers,146,Miami Marlins,22,Dodger Stadium,R,2015,2015,5.0,3.0,119.0,146.0
2015,414146,2015-05-12,2015-05-12T22:10:00Z,F,Final,114,Cleveland Indians,138,St. Louis Cardinals,5,Progressive Field,R,2015,2015,3.0,8.0,138.0,114.0
2015,414147,2015-05-12,2015-05-12T23:05:00Z,F,Final,110,Baltimore Orioles,141,Toronto Blue Jays,2,Oriole Park at Camden Yards,R,2015,2015,2.0,10.0,141.0,110.0
2015,414143,2015-05-12,2015-05-12T23:05:00Z,F,Final,143,Philadelphia Phillies,134,Pittsburgh Pirates,2681,Citizens Bank Park,R,2015,2015,2.0,7.0,134.0,143.0
2015,414130,2015-05-11,2015-05-12T00:05:00Z,F,Final,112,Chicago Cubs,121,New York Mets,17,Wrigley Field,R,2015,2015,4.0,3.0,112.0,121.0
2015,414140,2015-05-12,2015-05-12T23:08:00Z,F,Final,116,Detroit Tigers,142,Minnesota Twins,2394,Comerica Park,R,2015,2015,2.0,1.0,116.0,142.0
2015,414141,2015-05-12,2015-05-12T23:10:00Z,F,Final,139,Tampa Bay Rays,147,New York Yankees,12,Tropicana Field,R,2015,2015,4.0,2.0,139.0,147.0
2015,414142,2015-05-12,2015-05-13T00:05:00Z,F,Final,112,Chicago Cubs,121,New York Mets,17,Wrigley Field,R,2015,2015,6.0,1.0,112.0,121.0
2015,414138,2015-05-12,2015-05-13T00:05:00Z,F,Final,140,Texas Rangers,118,Kansas City Royals,13,Globe Life Park in Arlington,R,2015,2015,6.0,7.0,118.0,140.0
2015,414145,2015-05-12,2015-05-13T00:10:00Z,F,Final,117,Houston Astros,137,San Francisco Giants,2392,Minute Maid Park,R,2015,2015,1.0,8.0,137.0,117.0
2015,414136,2015-05-12,2015-05-13T00:10:00Z,F,Final,158,Milwaukee Brewers,145,Chicago White Sox,32,Miller Park,R,2015,2015,2.0,4.0,145.0,158.0
