year,team_id,team_name,stat_type,games_played,at_bats,runs,hits,doubles,triples,home_runs,rbi,stolen_bases,caught_stealing,walks,strikeouts,batting_avg,obp,slg,ops,total_bases,hit_by_pitch,sac_flies,sac_bunts,left_on_base,wins,losses,win_percentage,era,games_started,games_finished,complete_games,shutouts,saves,save_opportunities,holds,blown_saves,innings_pitched,hits_allowed,runs_allowed,earned_runs,home_runs_allowed,walks_allowed,whip,batters_faced,wild_pitches,hit_batsmen,balks
2024,136,Seattle Mariners,batting,162,5330.0,676.0,1195.0,228.0,13.0,185.0,642.0,140.0,28.0,571.0,1625,0.224,0.311,0.376,0.687,2004.0,116.0,34.0,14.0,1117.0,,,,,,,,,,,,,,,,,,,,,,,
2024,145,Chicago White Sox,batting,162,5383.0,507.0,1187.0,226.0,9.0,133.0,485.0,90.0,33.0,395.0,1403,0.221,0.278,0.34,0.618,1830.0,43.0,27.0,18.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,
2024,144,Atlanta Braves,pitching,162,,,,,,,,,,,1553,,,,,,,,,,89.0,73.0,0.549,3.49,162.0,160.0,2.0,17.0,40.0,62.0,68.0,22.0,1443.1,1277.0,607.0,559.0,150.0,449.0,1.2,5978.0,34.0,68.0,4.0
2024,136,Seattle Mariners,pitching,162,,,,,,,,,,,1416,,,,,,,,,,85.0,77.0,0.525,3.49,162.0,161.0,1.0,15.0,34.0,56.0,86.0,22.0,1433.0,1174.0,607.0,556.0,183.0,369.0,1.08,5801.0,37.0,52.0,4.0
2024,114,Cleveland Guardians,pitching,161,,,,,,,,,,,1410,,,,,,,,,,92.0,69.0,0.571,3.61,161.0,161.0,0.0,12.0,53.0,69.0,122.0,16.0,1428.0,1224.0,621.0,572.0,179.0,492.0,1.2,5923.0,45.0,60.0,5.0
2024,116,Detroit Tigers,pitching,162,,,,,,,,,,,1354,,,,,,,,,,86.0,76.0,0.531,3.61,162.0,161.0,1.0,10.0,45.0,71.0,80.0,26.0,1447.0,1265.0,642.0,581.0,159.0,416.0,1.16,5969.0,40.0,57.0,5.0
2024,158,Milwaukee Brewers,pitching,162,,,,,,,,,,,1373,,,,,,,,,,93.0,69.0,0.574,3.65,162.0,162.0,0.0,14.0,53.0,72.0,84.0,19.0,1446.0,1289.0,641.0,586.0,196.0,494.0,1.23,6076.0,40.0,64.0,10.0
2024,117,Houston Astros,pitching,161,,,,,,,,,,,1479,,,,,,,,,,88.0,73.0,0.547,3.74,161.0,159.0,2.0,11.0,43.0,69.0,94.0,26.0,1432.0,1238.0,649.0,595.0,183.0,544.0,1.24,6018.0,49.0,61.0,10.0
2024,147,New York Yankees,pitching,162,,,,,,,,,,,1457,,,,,,,,,,94.0,68.0,0.58,3.74,162.0,162.0,0.0,14.0,45.0,66.0,83.0,21.0,1452.2,1272.0,668.0,604.0,181.0,533.0,1.24,6131.0,39.0,88.0,11.0
2024,118,Kansas City Royals,pitching,162,,,,,,,,,,,1339,,,,,,,,,,86.0,76.0,0.531,3.76,162.0,160.0,2.0,11.0,41.0,64.0,76.0,23.0,1428.0,1303.0,644.0,596.0,146.0,472.0,1.24,6007.0,40.0,70.0,3.0
2024,139,Tampa Bay Rays,pitching,162,,,,,,,,,,,1406,,,,,,,,,,80.0,82.0,0.494,3.77,162.0,162.0,0.0,12.0,51.0,73.0,112.0,22.0,1440.2,1286.0,663.0,604.0,196.0,445.0,1.2,6022.0,30.0,65.0,2.0
2024,112,Chicago Cubs,pitching,162,,,,,,,,,,,1348,,,,,,,,,,83.0,79.0,0.512,3.78,162.0,161.0,1.0,11.0,38.0,64.0,80.0,26.0,1432.1,1302.0,669.0,602.0,181.0,485.0,1.25,6032.0,40.0,48.0,6.0
2024,143,Philadelphia Phillies,pitching,162,,,,,,,,,,,1433,,,,,,,,,,95.0,67.0,0.586,3.85,162.0,157.0,5.0,14.0,37.0,56.0,78.0,19.0,1442.2,1339.0,671.0,617.0,181.0,444.0,1.24,6050.0,48.0,60.0,4.0
2024,135,San Diego Padres,pitching,162,,,,,,,,,,,1453,,,,,,,,,,93.0,69.0,0.574,3.86,162.0,161.0,1.0,16.0,44.0,67.0,85.0,23.0,1439.1,1296.0,669.0,617.0,169.0,462.0,1.22,6029.0,63.0,67.0,5.0
2024,119,Los Angeles Dodgers,pitching,162,,,,,,,,,,,1390,,,,,,,,,,98.0,64.0,0.605,3.9,162.0,161.0,1.0,13.0,50.0,79.0,104.0,29.0,1445.2,1273.0,686.0,626.0,198.0,501.0,1.23,6047.0,64.0,55.0,7.0
2024,110,Baltimore Orioles,pitching,162,,,,,,,,,,,1380,,,,,,,,,,91.0,71.0,0.562,3.94,162.0,162.0,0.0,9.0,46.0,67.0,111.0,21.0,1442.0,1303.0,699.0,632.0,175.0,481.0,1.24,6071.0,46.0,53.0,8.0
2024,121,New York Mets,pitching,162,,,,,,,,,,,1455,,,,,,,,,,89.0,73.0,0.549,3.96,162.0,161.0,1.0,9.0,39.0,64.0,97.0,25.0,1442.1,1232.0,697.0,634.0,165.0,586.0,1.26,6098.0,67.0,94.0,8.0
2024,138,St. Louis Cardinals,pitching,162,,,,,,,,,,,1308,,,,,,,,,,83.0,79.0,0.512,4.04,162.0,162.0,0.0,9.0,55.0,83.0,103.0,28.0,1444.0,1363.0,719.0,648.0,174.0,454.0,1.26,6044.0,43.0,42.0,5.0
2024,111,Boston Red Sox,pitching,162,,,,,,,,,,,1353,,,,,,,,,,81.0,81.0,0.5,4.04,162.0,161.0,1.0,13.0,40.0,71.0,87.0,31.0,1452.2,1363.0,747.0,652.0,189.0,461.0,1.26,6154.0,49.0,76.0,4.0
2024,113,Cincinnati Reds,pitching,162,,,,,,,,,,,1370,,,,,,,,,,77.0,85.0,0.475,4.09,162.0,161.0,1.0,8.0,36.0,51.0,79.0,15.0,1428.0,1302.0,694.0,649.0,196.0,487.0,1.25,6064.0,43.0,93.0,3.0
2024,137,San Francisco Giants,pitching,162,,,,,,,,,,,1436,,,,,,,,,,80.0,82.0,0.494,4.1,162.0,160.0,2.0,12.0,36.0,55.0,99.0,19.0,1433.2,1339.0,699.0,653.0,153.0,526.0,1.3,6095.0,53.0,70.0,6.0
2024,134,Pittsburgh Pirates,pitching,162,,,,,,,,,,,1356,,,,,,,,,,76.0,86.0,0.469,4.15,162.0,161.0,1.0,12.0,43.0,72.0,87.0,29.0,1438.2,1369.0,739.0,664.0,166.0,515.0,1.31,6159.0,38.0,85.0,10.0
2024,142,Minnesota Twins,pitching,162,,,,,,,,,,,1500,,,,,,,,,,82.0,80.0,0.506,4.26,162.0,161.0,1.0,8.0,43.0,62.0,88.0,19.0,1440.1,1333.0,735.0,682.0,190.0,433.0,1.23,6078.0,47.0,69.0,5.0
2024,141,Toronto Blue Jays,pitching,162,,,,,,,,,,,1314,,,,,,,,,,74.0,88.0,0.457,4.29,162.0,159.0,3.0,9.0,36.0,59.0,85.0,23.0,1427.1,1316.0,743.0,681.0,208.0,503.0,1.27,6047.0,31.0,71.0,12.0
2024,120,Washington Nationals,pitching,162,,,,,,,,,,,1314,,,,,,,,,,71.0,91.0,0.438,4.3,162.0,162.0,0.0,6.0,40.0,63.0,81.0,23.0,1434.0,1429.0,764.0,685.0,168.0,473.0,1.33,6114.0,62.0,43.0,5.0
2024,140,Texas Rangers,pitching,162,,,,,,,,,,,1371,,,,,,,,,,78.0,84.0,0.481,4.35,162.0,162.0,0.0,12.0,38.0,57.0,75.0,19.0,1427.2,1323.0,738.0,690.0,198.0,530.0,1.3,6108.0,55.0,74.0,5.0
2024,133,Oakland Athletics,pitching,162,,,,,,,,,,,1263,,,,,,,,,,69.0,93.0,0.426,4.37,162.0,161.0,1.0,12.0,35.0,57.0,100.0,22.0,1436.2,1385.0,764.0,698.0,169.0,530.0,1.33,6161.0,60.0,92.0,7.0
2024,108,Los Angeles Angels,pitching,162,,,,,,,,,,,1252,,,,,,,,,,63.0,99.0,0.389,4.56,162.0,162.0,0.0,7.0,35.0,53.0,65.0,18.0,1431.0,1328.0,797.0,725.0,202.0,601.0,1.35,6146.0,61.0,81.0,11.0
2024,109,Arizona Diamondbacks,pitching,162,,,,,,,,,,,1313,,,,,,,,,,89.0,73.0,0.549,4.62,162.0,162.0,0.0,10.0,38.0,64.0,87.0,26.0,1443.1,1468.0,788.0,741.0,181.0,481.0,1.35,6195.0,49.0,54.0,8.0
2024,145,Chicago White Sox,pitching,162,,,,,,,,,,,1366,,,,,,,,,,41.0,121.0,0.253,4.67,162.0,162.0,0.0,7.0,21.0,58.0,64.0,37.0,1420.0,1397.0,813.0,737.0,201.0,643.0,1.44,6241.0,61.0,54.0,12.0
2024,146,Miami Marlins,pitching,162,,,,,,,,,,,1317,,,,,,,,,,62.0,100.0,0.383,4.73,162.0,161.0,1.0,7.0,33.0,60.0,82.0,27.0,1437.1,1431.0,841.0,755.0,195.0,556.0,1.38,6269.0,46.0,88.0,8.0
2024,115,Colorado Rockies,pitching,162,,,,,,,,,,,1118,,,,,,,,,,61.0,101.0,0.377,5.47,162.0,162.0,0.0,1.0,37.0,65.0,61.0,28.0,1426.2,1604.0,929.0,867.0,221.0,563.0,1.52,6322.0,59.0,66.0,4.0
